Alloc. source dept. CD,Alloc. source dept. name,Alloc. A/C CD,Alloc. A/C name,Alloc. rate CD,Alloc. rate name,Transfer alloc. A/C CD,Transfer alloc. A/C name
CPTOLB,Tooling label,8240001,[M]Welfare expenses,FC003,Production ratio(PR),8240001TE,[M]Welfare expenses
CPTOMD,Tooling mold,8240001,[M]Welfare expenses,FC003,Production ratio(PR),8240001TE,[M]Welfare expenses
CPTOWS,Tooling WS,8240001,[M]Welfare expenses,FC003,Production ratio(PR),8240001TE,[M]Welfare expenses
CPWPWS,WP WS,8240001,[M]Welfare expenses,FC010,Prodution r(WP),8240001WS,[M]Welfare expenses
CPABWS,Auto WS,8241001,[M]Safety expenses,FC009,"Prodution r(RA,RE)",8241001WS,[M]Safety expenses
CPATWS,AT WS,8241001,[M]Safety expenses,FC007,Prodution ratio(AT),8241001WS,[M]Safety expenses
CPBMGA,General affair,8241001,[M]Safety expenses,FC001,Personnel ratio,8241001OT,[M]Safety expenses
CPBR07,Wiper laboratory,8241001,[M]Safety expenses,FC008,Prodution r(WIPER),8241001WS,[M]Safety expenses
CPBRPK,Wiper Packing,8241001,[M]Safety expenses,FC008,Prodution r(WIPER),8241001WS,[M]Safety expenses
CPBRWS,Wiper WS,8241001,[M]Safety expenses,FC008,Prodution r(WIPER),8241001WS,[M]Safety expenses
CPFC00,Factory Common,8241001,[M]Safety expenses,FC001,Personnel ratio,8241001OT,[M]Safety expenses
CPFC01,Factory1,8241001,[M]Safety expenses,FC013,Personnel r(WP),8241001OT,[M]Safety expenses
CPFC02,Factory2,8241001,[M]Safety expenses,FC014,"Personnel r(RA,RE)",8241001OT,[M]Safety expenses
CPFC03,Factory3,8241001,[M]Safety expenses,FC015,Personnel r(MAT),8241001OT,[M]Safety expenses
CPFC04,Factory4,8241001,[M]Safety expenses,FC016,"Personnel r(SL,GD)",8241001OT,[M]Safety expenses
CPFC05,Factory5,8241001,[M]Safety expenses,FC008,Prodution r(WIPER),8241001OT,[M]Safety expenses
CPFC06,Factory6,8241001,[M]Safety expenses,FC017,Prodution r(RAREWP),8241001OT,[M]Safety expenses
CPFC07,Factory7,8241001,[M]Safety expenses,FC018,"Personnel r(AT,SYN)",8241001OT,[M]Safety expenses
CPFCTH,Tent House,8241001,[M]Safety expenses,FC015,Personnel r(MAT),8241001OT,[M]Safety expenses
CPKZ00,KAIZEN,8241001,[M]Safety expenses,FC002,Production ratio,8241001OT,[M]Safety expenses
CPMG00,Management Cost,8241001,[M]Safety expenses,FC001,Personnel ratio,8241001OT,[M]Safety expenses
CPMTBB,BANBURY,8241001,[M]Safety expenses,FC005,Personnel r(BANBURY),8241001WS,[M]Safety expenses
CPMTGD,GD Common,8241001,[M]Safety expenses,FC006,Personnel ratio(GD),8241001WS,[M]Safety expenses
CPMTWS,Material WS,8241001,[M]Safety expenses,FC004,Personnel ratio(MAT),8241001WS,[M]Safety expenses
CPPEMN,Maintenance,8241001,[M]Safety expenses,FC002,Production ratio,8241001TE,[M]Safety expenses
CPPEPE,PE,8241001,[M]Safety expenses,FC002,Production ratio,8241001TE,[M]Safety expenses
CPPM00,Pro. Management,8241001,[M]Safety expenses,FC002,Production ratio,8241001OT,[M]Safety expenses
CPPMAB,Auto Belt Common,8241001,[M]Safety expenses,FC009,"Prodution r(RA,RE)",8241001WS,[M]Safety expenses
CPPMLG,Logistics,8241001,[M]Safety expenses,FC017,Prodution r(RAREWP),8241001OT,[M]Safety expenses
CPPMMT,Material Common,8241001,[M]Safety expenses,FC004,Personnel ratio(MAT),8241001WS,[M]Safety expenses
CPPMPE,PE Common,8241001,[M]Safety expenses,FC002,Production ratio,8241001TE,[M]Safety expenses
CPPMPL,Planning,8241001,[M]Safety expenses,FC002,Production ratio,8241001PL,[M]Safety expenses
CPQA00,Quality assurance,8241001,[M]Safety expenses,FC002,Production ratio,8241001OT,[M]Safety expenses
CPSE00,Safety & Environment,8241001,[M]Safety expenses,FC001,Personnel ratio,8241001OT,[M]Safety expenses
CPSLWS,Sunline WS,8241001,[M]Safety expenses,FC011,Prodution r(SL),8241001WS,[M]Safety expenses
CPSYWS,Synchro WS,8241001,[M]Safety expenses,FC012,Prodution r(SYN),8241001WS,[M]Safety expenses
CPTOLB,Tooling label,8241001,[M]Safety expenses,FC003,Production ratio(PR),8241001TE,[M]Safety expenses
CPTOMD,Tooling mold,8241001,[M]Safety expenses,FC003,Production ratio(PR),8241001TE,[M]Safety expenses
CPTOWS,Tooling WS,8241001,[M]Safety expenses,FC003,Production ratio(PR),8241001TE,[M]Safety expenses
CPWPWS,WP WS,8241001,[M]Safety expenses,FC010,Prodution r(WP),8241001WS,[M]Safety expenses
CPABWS,Auto WS,8260001,[M]Retirement allowance,FC009,"Prodution r(RA,RE)",8260001WS,[M]Retirement allowance
CPATWS,AT WS,8260001,[M]Retirement allowance,FC007,Prodution ratio(AT),8260001WS,[M]Retirement allowance
CPBMGA,General affair,8260001,[M]Retirement allowance,FC001,Personnel ratio,8260001OT,[M]Retirement allowance
CPBR03,Wiper Mold,8260001,[M]Retirement allowance,FC008,Prodution r(WIPER),8260001WS,[M]Retirement allowance
CPBR07,Wiper laboratory,8260001,[M]Retirement allowance,FC008,Prodution r(WIPER),8260001WS,[M]Retirement allowance
CPBRPK,Wiper Packing,8260001,[M]Retirement allowance,FC008,Prodution r(WIPER),8260001WS,[M]Retirement allowance
CPBRWS,Wiper WS,8260001,[M]Retirement allowance,FC008,Prodution r(WIPER),8260001WS,[M]Retirement allowance
CPFC00,Factory Common,8260001,[M]Retirement allowance,FC001,Personnel ratio,8260001OT,[M]Retirement allowance
CPFC01,Factory1,8260001,[M]Retirement allowance,FC013,Personnel r(WP),8260001OT,[M]Retirement allowance
CPFC02,Factory2,8260001,[M]Retirement allowance,FC014,"Personnel r(RA,RE)",8260001OT,[M]Retirement allowance
CPFC03,Factory3,8260001,[M]Retirement allowance,FC015,Personnel r(MAT),8260001OT,[M]Retirement allowance
CPFC04,Factory4,8260001,[M]Retirement allowance,FC016,"Personnel r(SL,GD)",8260001OT,[M]Retirement allowance
CPFC05,Factory5,8260001,[M]Retirement allowance,FC008,Prodution r(WIPER),8260001OT,[M]Retirement allowance
CPFC06,Factory6,8260001,[M]Retirement allowance,FC017,Prodution r(RAREWP),8260001OT,[M]Retirement allowance
CPFC07,Factory7,8260001,[M]Retirement allowance,FC018,"Personnel r(AT,SYN)",8260001OT,[M]Retirement allowance
CPFCTH,Tent House,8260001,[M]Retirement allowance,FC015,Personnel r(MAT),8260001OT,[M]Retirement allowance
CPKZ00,KAIZEN,8260001,[M]Retirement allowance,FC002,Production ratio,8260001OT,[M]Retirement allowance
CPMG00,Management Cost,8260001,[M]Retirement allowance,FC001,Personnel ratio,8260001OT,[M]Retirement allowance
CPMTBB,BANBURY,8260001,[M]Retirement allowance,FC005,Personnel r(BANBURY),8260001WS,[M]Retirement allowance
CPMTGD,GD Common,8260001,[M]Retirement allowance,FC006,Personnel ratio(GD),8260001WS,[M]Retirement allowance
CPMTWS,Material WS,8260001,[M]Retirement allowance,FC004,Personnel ratio(MAT),8260001WS,[M]Retirement allowance
CPPEMN,Maintenance,8260001,[M]Retirement allowance,FC002,Production ratio,8260001TE,[M]Retirement allowance
CPPEPE,PE,8260001,[M]Retirement allowance,FC002,Production ratio,8260001TE,[M]Retirement allowance
CPPM00,Pro. Management,8260001,[M]Retirement allowance,FC002,Production ratio,8260001OT,[M]Retirement allowance
CPPMAB,Auto Belt Common,8260001,[M]Retirement allowance,FC009,"Prodution r(RA,RE)",8260001WS,[M]Retirement allowance
CPPMLG,Logistics,8260001,[M]Retirement allowance,FC017,Prodution r(RAREWP),8260001OT,[M]Retirement allowance
CPPMMT,Material Common,8260001,[M]Retirement allowance,FC004,Personnel ratio(MAT),8260001WS,[M]Retirement allowance
CPPMPE,PE Common,8260001,[M]Retirement allowance,FC002,Production ratio,8260001TE,[M]Retirement allowance
CPPMPL,Planning,8260001,[M]Retirement allowance,FC002,Production ratio,8260001PL,[M]Retirement allowance
CPQA00,Quality assurance,8260001,[M]Retirement allowance,FC002,Production ratio,8260001OT,[M]Retirement allowance
CPSE00,Safety & Environment,8260001,[M]Retirement allowance,FC001,Personnel ratio,8260001OT,[M]Retirement allowance
CPSLWS,Sunline WS,8260001,[M]Retirement allowance,FC011,Prodution r(SL),8260001WS,[M]Retirement allowance
CPSYWS,Synchro WS,8260001,[M]Retirement allowance,FC012,Prodution r(SYN),8260001WS,[M]Retirement allowance
CPTOLB,Tooling label,8260001,[M]Retirement allowance,FC003,Production ratio(PR),8260001TE,[M]Retirement allowance
CPTOMD,Tooling mold,8260001,[M]Retirement allowance,FC003,Production ratio(PR),8260001TE,[M]Retirement allowance
CPTOWS,Tooling WS,8260001,[M]Retirement allowance,FC003,Production ratio(PR),8260001TE,[M]Retirement allowance
CPWPWS,WP WS,8260001,[M]Retirement allowance,FC010,Prodution r(WP),8260001WS,[M]Retirement allowance
CPABWS,Auto WS,8300001,[M]Transfer to labor cost,FC009,"Prodution r(RA,RE)",8300001WS,[M]Transfer to labor cost
CPATWS,AT WS,8300001,[M]Transfer to labor cost,FC007,Prodution ratio(AT),8300001WS,[M]Transfer to labor cost
CPBMGA,General affair,8300001,[M]Transfer to labor cost,FC001,Personnel ratio,8300001OT,[M]Transfer to labor cost
CPBR07,Wiper laboratory,8300001,[M]Transfer to labor cost,FC008,Prodution r(WIPER),8300001WS,[M]Transfer to labor cost
CPBRPK,Wiper Packing,8300001,[M]Transfer to labor cost,FC008,Prodution r(WIPER),8300001WS,[M]Transfer to labor cost
CPBRWS,Wiper WS,8300001,[M]Transfer to labor cost,FC008,Prodution r(WIPER),8300001WS,[M]Transfer to labor cost
CPFC00,Factory Common,8300001,[M]Transfer to labor cost,FC001,Personnel ratio,8300001OT,[M]Transfer to labor cost
CPFC01,Factory1,8300001,[M]Transfer to labor cost,FC013,Personnel r(WP),8300001OT,[M]Transfer to labor cost
CPFC02,Factory2,8300001,[M]Transfer to labor cost,FC014,"Personnel r(RA,RE)",8300001OT,[M]Transfer to labor cost
CPFC03,Factory3,8300001,[M]Transfer to labor cost,FC015,Personnel r(MAT),8300001OT,[M]Transfer to labor cost
CPFC04,Factory4,8300001,[M]Transfer to labor cost,FC016,"Personnel r(SL,GD)",8300001OT,[M]Transfer to labor cost
CPFC05,Factory5,8300001,[M]Transfer to labor cost,FC008,Prodution r(WIPER),8300001OT,[M]Transfer to labor cost
CPFC06,Factory6,8300001,[M]Transfer to labor cost,FC017,Prodution r(RAREWP),8300001OT,[M]Transfer to labor cost
CPFC07,Factory7,8300001,[M]Transfer to labor cost,FC018,"Personnel r(AT,SYN)",8300001OT,[M]Transfer to labor cost
CPFCTH,Tent House,8300001,[M]Transfer to labor cost,FC015,Personnel r(MAT),8300001OT,[M]Transfer to labor cost
CPKZ00,KAIZEN,8300001,[M]Transfer to labor cost,FC002,Production ratio,8300001OT,[M]Transfer to labor cost
CPMG00,Management Cost,8300001,[M]Transfer to labor cost,FC001,Personnel ratio,8300001OT,[M]Transfer to labor cost
CPMTBB,BANBURY,8300001,[M]Transfer to labor cost,FC005,Personnel r(BANBURY),8300001WS,[M]Transfer to labor cost
CPMTGD,GD Common,8300001,[M]Transfer to labor cost,FC006,Personnel ratio(GD),8300001WS,[M]Transfer to labor cost
CPMTWS,Material WS,8300001,[M]Transfer to labor cost,FC004,Personnel ratio(MAT),8300001WS,[M]Transfer to labor cost
CPPEMN,Maintenance,8300001,[M]Transfer to labor cost,FC002,Production ratio,8300001TE,[M]Transfer to labor cost
CPPEPE,PE,8300001,[M]Transfer to labor cost,FC002,Production ratio,8300001TE,[M]Transfer to labor cost
CPPM00,Pro. Management,8300001,[M]Transfer to labor cost,FC002,Production ratio,8300001OT,[M]Transfer to labor cost
CPPMAB,Auto Belt Common,8300001,[M]Transfer to labor cost,FC009,"Prodution r(RA,RE)",8300001WS,[M]Transfer to labor cost
CPPMLG,Logistics,8300001,[M]Transfer to labor cost,FC017,Prodution r(RAREWP),8300001OT,[M]Transfer to labor cost
CPPMMT,Material Common,8300001,[M]Transfer to labor cost,FC004,Personnel ratio(MAT),8300001WS,[M]Transfer to labor cost
CPPMPE,PE Common,8300001,[M]Transfer to labor cost,FC002,Production ratio,8300001TE,[M]Transfer to labor cost
CPPMPL,Planning,8300001,[M]Transfer to labor cost,FC002,Production ratio,8300001PL,[M]Transfer to labor cost
CPQA00,Quality assurance,8300001,[M]Transfer to labor cost,FC002,Production ratio,8300001OT,[M]Transfer to labor cost
CPSE00,Safety & Environment,8300001,[M]Transfer to labor cost,FC001,Personnel ratio,8300001OT,[M]Transfer to labor cost
CPSLWS,Sunline WS,8300001,[M]Transfer to labor cost,FC011,Prodution r(SL),8300001WS,[M]Transfer to labor cost
CPSYWS,Synchro WS,8300001,[M]Transfer to labor cost,FC012,Prodution r(SYN),8300001WS,[M]Transfer to labor cost
CPTOLB,Tooling label,8300001,[M]Transfer to labor cost,FC003,Production ratio(PR),8300001TE,[M]Transfer to labor cost
CPTOMD,Tooling mold,8300001,[M]Transfer to labor cost,FC003,Production ratio(PR),8300001TE,[M]Transfer to labor cost
CPTOWS,Tooling WS,8300001,[M]Transfer to labor cost,FC003,Production ratio(PR),8300001TE,[M]Transfer to labor cost
CPWPWS,WP WS,8300001,[M]Transfer to labor cost,FC010,Prodution r(WP),8300001WS,[M]Transfer to labor cost
CPABWS,Auto WS,8310001,[M]Rental expenses,FC009,"Prodution r(RA,RE)",8310001WS,[M]Rental expenses
CPATWS,AT WS,8310001,[M]Rental expenses,FC007,Prodution ratio(AT),8310001WS,[M]Rental expenses
CPBMGA,General affair,8310001,[M]Rental expenses,FC001,Personnel ratio,8310001OT,[M]Rental expenses
CPBR07,Wiper laboratory,8310001,[M]Rental expenses,FC008,Prodution r(WIPER),8310001WS,[M]Rental expenses
CPBRPK,Wiper Packing,8310001,[M]Rental expenses,FC008,Prodution r(WIPER),8310001WS,[M]Rental expenses
CPBRWS,Wiper WS,8310001,[M]Rental expenses,FC008,Prodution r(WIPER),8310001WS,[M]Rental expenses
CPFC00,Factory Common,8310001,[M]Rental expenses,FC001,Personnel ratio,8310001OT,[M]Rental expenses
CPFC01,Factory1,8310001,[M]Rental expenses,FC013,Personnel r(WP),8310001OT,[M]Rental expenses
CPFC02,Factory2,8310001,[M]Rental expenses,FC014,"Personnel r(RA,RE)",8310001OT,[M]Rental expenses
CPFC03,Factory3,8310001,[M]Rental expenses,FC015,Personnel r(MAT),8310001OT,[M]Rental expenses
CPFC04,Factory4,8310001,[M]Rental expenses,FC016,"Personnel r(SL,GD)",8310001OT,[M]Rental expenses
CPFC05,Factory5,8310001,[M]Rental expenses,FC008,Prodution r(WIPER),8310001OT,[M]Rental expenses
CPFC06,Factory6,8310001,[M]Rental expenses,FC017,Prodution r(RAREWP),8310001OT,[M]Rental expenses
CPFC07,Factory7,8310001,[M]Rental expenses,FC018,"Personnel r(AT,SYN)",8310001OT,[M]Rental expenses
CPFCTH,Tent House,8310001,[M]Rental expenses,FC015,Personnel r(MAT),8310001OT,[M]Rental expenses
CPKZ00,KAIZEN,8310001,[M]Rental expenses,FC002,Production ratio,8310001OT,[M]Rental expenses
CPMG00,Management Cost,8310001,[M]Rental expenses,FC001,Personnel ratio,8310001OT,[M]Rental expenses
CPMTBB,BANBURY,8310001,[M]Rental expenses,FC005,Personnel r(BANBURY),8310001WS,[M]Rental expenses
CPMTGD,GD Common,8310001,[M]Rental expenses,FC006,Personnel ratio(GD),8310001WS,[M]Rental expenses
CPMTWS,Material WS,8310001,[M]Rental expenses,FC004,Personnel ratio(MAT),8310001WS,[M]Rental expenses
CPPEMN,Maintenance,8310001,[M]Rental expenses,FC002,Production ratio,8310001TE,[M]Rental expenses
CPPEPE,PE,8310001,[M]Rental expenses,FC002,Production ratio,8310001TE,[M]Rental expenses
CPPM00,Pro. Management,8310001,[M]Rental expenses,FC002,Production ratio,8310001OT,[M]Rental expenses
CPPMAB,Auto Belt Common,8310001,[M]Rental expenses,FC009,"Prodution r(RA,RE)",8310001WS,[M]Rental expenses
CPPMLG,Logistics,8310001,[M]Rental expenses,FC017,Prodution r(RAREWP),8310001OT,[M]Rental expenses
CPPMMT,Material Common,8310001,[M]Rental expenses,FC004,Personnel ratio(MAT),8310001WS,[M]Rental expenses
CPPMPE,PE Common,8310001,[M]Rental expenses,FC002,Production ratio,8310001TE,[M]Rental expenses
CPPMPL,Planning,8310001,[M]Rental expenses,FC002,Production ratio,8310001PL,[M]Rental expenses
CPQA00,Quality assurance,8310001,[M]Rental expenses,FC002,Production ratio,8310001OT,[M]Rental expenses
CPSE00,Safety & Environment,8310001,[M]Rental expenses,FC001,Personnel ratio,8310001OT,[M]Rental expenses
CPSLWS,Sunline WS,8310001,[M]Rental expenses,FC011,Prodution r(SL),8310001WS,[M]Rental expenses
CPSYWS,Synchro WS,8310001,[M]Rental expenses,FC012,Prodution r(SYN),8310001WS,[M]Rental expenses
CPTOLB,Tooling label,8310001,[M]Rental expenses,FC003,Production ratio(PR),8310001TE,[M]Rental expenses
CPTOMD,Tooling mold,8310001,[M]Rental expenses,FC003,Production ratio(PR),8310001TE,[M]Rental expenses
CPTOWS,Tooling WS,8310001,[M]Rental expenses,FC003,Production ratio(PR),8310001TE,[M]Rental expenses
CPWPWS,WP WS,8310001,[M]Rental expenses,FC010,Prodution r(WP),8310001WS,[M]Rental expenses
CPABWS,Auto WS,8320001,[M]Insurance premiums paid,FC009,"Prodution r(RA,RE)",8320001WS,[M]Insurance premiums paid
CPATWS,AT WS,8320001,[M]Insurance premiums paid,FC007,Prodution ratio(AT),8320001WS,[M]Insurance premiums paid
CPBMGA,General affair,8320001,[M]Insurance premiums paid,FC001,Personnel ratio,8320001OT,[M]Insurance premiums paid
CPBR07,Wiper laboratory,8320001,[M]Insurance premiums paid,FC008,Prodution r(WIPER),8320001WS,[M]Insurance premiums paid
CPBRPK,Wiper Packing,8320001,[M]Insurance premiums paid,FC008,Prodution r(WIPER),8320001WS,[M]Insurance premiums paid
CPBRWS,Wiper WS,8320001,[M]Insurance premiums paid,FC008,Prodution r(WIPER),8320001WS,[M]Insurance premiums paid
CPFC00,Factory Common,8320001,[M]Insurance premiums paid,FC001,Personnel ratio,8320001OT,[M]Insurance premiums paid
CPFC01,Factory1,8320001,[M]Insurance premiums paid,FC013,Personnel r(WP),8320001OT,[M]Insurance premiums paid
CPFC02,Factory2,8320001,[M]Insurance premiums paid,FC014,"Personnel r(RA,RE)",8320001OT,[M]Insurance premiums paid
CPFC03,Factory3,8320001,[M]Insurance premiums paid,FC015,Personnel r(MAT),8320001OT,[M]Insurance premiums paid
CPFC04,Factory4,8320001,[M]Insurance premiums paid,FC016,"Personnel r(SL,GD)",8320001OT,[M]Insurance premiums paid
CPFC05,Factory5,8320001,[M]Insurance premiums paid,FC008,Prodution r(WIPER),8320001OT,[M]Insurance premiums paid
CPFC06,Factory6,8320001,[M]Insurance premiums paid,FC017,Prodution r(RAREWP),8320001OT,[M]Insurance premiums paid
CPFC07,Factory7,8320001,[M]Insurance premiums paid,FC018,"Personnel r(AT,SYN)",8320001OT,[M]Insurance premiums paid
CPFCTH,Tent House,8320001,[M]Insurance premiums paid,FC015,Personnel r(MAT),8320001OT,[M]Insurance premiums paid
CPKZ00,KAIZEN,8320001,[M]Insurance premiums paid,FC002,Production ratio,8320001OT,[M]Insurance premiums paid
CPMG00,Management Cost,8320001,[M]Insurance premiums paid,FC001,Personnel ratio,8320001OT,[M]Insurance premiums paid
CPMTBB,BANBURY,8320001,[M]Insurance premiums paid,FC005,Personnel r(BANBURY),8320001WS,[M]Insurance premiums paid
CPMTGD,GD Common,8320001,[M]Insurance premiums paid,FC006,Personnel ratio(GD),8320001WS,[M]Insurance premiums paid
CPMTWS,Material WS,8320001,[M]Insurance premiums paid,FC004,Personnel ratio(MAT),8320001WS,[M]Insurance premiums paid
CPPEMN,Maintenance,8320001,[M]Insurance premiums paid,FC002,Production ratio,8320001TE,[M]Insurance premiums paid
CPPEPE,PE,8320001,[M]Insurance premiums paid,FC002,Production ratio,8320001TE,[M]Insurance premiums paid
CPPM00,Pro. Management,8320001,[M]Insurance premiums paid,FC002,Production ratio,8320001OT,[M]Insurance premiums paid
CPPMAB,Auto Belt Common,8320001,[M]Insurance premiums paid,FC009,"Prodution r(RA,RE)",8320001WS,[M]Insurance premiums paid
CPPMLG,Logistics,8320001,[M]Insurance premiums paid,FC017,Prodution r(RAREWP),8320001OT,[M]Insurance premiums paid
CPPMMT,Material Common,8320001,[M]Insurance premiums paid,FC004,Personnel ratio(MAT),8320001WS,[M]Insurance premiums paid
CPPMPE,PE Common,8320001,[M]Insurance premiums paid,FC002,Production ratio,8320001TE,[M]Insurance premiums paid
CPPMPL,Planning,8320001,[M]Insurance premiums paid,FC002,Production ratio,8320001PL,[M]Insurance premiums paid
CPQA00,Quality assurance,8320001,[M]Insurance premiums paid,FC002,Production ratio,8320001OT,[M]Insurance premiums paid
CPSE00,Safety & Environment,8320001,[M]Insurance premiums paid,FC001,Personnel ratio,8320001OT,[M]Insurance premiums paid
CPSLWS,Sunline WS,8320001,[M]Insurance premiums paid,FC011,Prodution r(SL),8320001WS,[M]Insurance premiums paid
CPSYWS,Synchro WS,8320001,[M]Insurance premiums paid,FC012,Prodution r(SYN),8320001WS,[M]Insurance premiums paid
CPTOLB,Tooling label,8320001,[M]Insurance premiums paid,FC003,Production ratio(PR),8320001TE,[M]Insurance premiums paid
CPTOMD,Tooling mold,8320001,[M]Insurance premiums paid,FC003,Production ratio(PR),8320001TE,[M]Insurance premiums paid
CPTOWS,Tooling WS,8320001,[M]Insurance premiums paid,FC003,Production ratio(PR),8320001TE,[M]Insurance premiums paid
CPWPWS,WP WS,8320001,[M]Insurance premiums paid,FC010,Prodution r(WP),8320001WS,[M]Insurance premiums paid
CPABWS,Auto WS,8320101,[M]Fire Insurance,FC009,"Prodution r(RA,RE)",8320101WS,[M]Fire Insurance
CPATWS,AT WS,8320101,[M]Fire Insurance,FC007,Prodution ratio(AT),8320101WS,[M]Fire Insurance
CPBMGA,General affair,8320101,[M]Fire Insurance,FC001,Personnel ratio,8320101OT,[M]Fire Insurance
CPBR07,Wiper laboratory,8320101,[M]Fire Insurance,FC008,Prodution r(WIPER),8320101WS,[M]Fire Insurance
CPBRPK,Wiper Packing,8320101,[M]Fire Insurance,FC008,Prodution r(WIPER),8320101WS,[M]Fire Insurance
CPBRWS,Wiper WS,8320101,[M]Fire Insurance,FC008,Prodution r(WIPER),8320101WS,[M]Fire Insurance
CPFC00,Factory Common,8320101,[M]Fire Insurance,FC001,Personnel ratio,8320101OT,[M]Fire Insurance
CPFC01,Factory1,8320101,[M]Fire Insurance,FC013,Personnel r(WP),8320101OT,[M]Fire Insurance
CPFC02,Factory2,8320101,[M]Fire Insurance,FC014,"Personnel r(RA,RE)",8320101OT,[M]Fire Insurance
CPFC03,Factory3,8320101,[M]Fire Insurance,FC015,Personnel r(MAT),8320101OT,[M]Fire Insurance
CPFC04,Factory4,8320101,[M]Fire Insurance,FC016,"Personnel r(SL,GD)",8320101OT,[M]Fire Insurance
CPFC05,Factory5,8320101,[M]Fire Insurance,FC008,Prodution r(WIPER),8320101OT,[M]Fire Insurance
CPFC06,Factory6,8320101,[M]Fire Insurance,FC017,Prodution r(RAREWP),8320101OT,[M]Fire Insurance
CPFC07,Factory7,8320101,[M]Fire Insurance,FC018,"Personnel r(AT,SYN)",8320101OT,[M]Fire Insurance
